"Seq","Name","Amount*","Remarks","Collection","Assign. No.","Date","Terms","Approval","Description","TS Status","Account No.","Cust PO","Status","Reference","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Ship-To","Cust ChgBack No.","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"69","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101301","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","12/13","","","","","","W","12/26/2013","","002567","","101301","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","DE","00072","00015",
"70","BOSCOVS","210.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101302","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","12/13","","","","","","W","12/26/2013","","002568","","101302","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","NJ","00073","00015",
"71","BOSCOVS","210.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101303","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","12/13","","","","","","W","12/26/2013","","002569","","101303","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","NJ","00074","00015",
"72","BOSCOVS","210.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101304","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","12/13","","","","","","W","12/26/2013","","002570","","101304","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","00075","00015",
"73","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101305","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","12/13","","","","","","W","12/26/2013","","002571","","101305","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","00076","00015",
"74","BOSCOVS","210.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101306","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","12/13","","","","","","W","12/26/2013","","002572","","101306","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","MD","00077","00015",
"75","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101307","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","12/13","","","","","","W","12/26/2013","","002573","","101307","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","00079","00015",
"76","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101310","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","000434","","101310","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","00014","00015",
"77","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101311","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002530","","101311","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","00003","00015",
"78","BOSCOVS","1,035.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101312","  .00%",".00","1,035.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002531","","101312","G332","","01/03/14","VENDOR PORTAL","   276","    23","170596","1,035.00","    .00",".00","000025","","","PA","00004","00015",
"79","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101313","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002532","","101313","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","00005","00015",
"80","BOSCOVS","540.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101314","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002533","","101314","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","PA","00006","00015",
"81","BOSCOVS","495.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101315","  .00%",".00","495.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002534","","101315","G332","","01/03/14","VENDOR PORTAL","   132","    11","170596","495.00","    .00",".00","000025","","","PA","00007","00015",
"82","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101316","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002535","","101316","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","00008","00015",
"83","BOSCOVS","708.75","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101317","  .00%",".00","708.75","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002536","","101317","G332","","01/03/14","VENDOR PORTAL","   189","    21","170596","708.75","    .00",".00","000025","","","PA","00009","00015",
"84","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101318","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002537","","101318","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","DE","00010","00015",
"85","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101319","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002538","","101319","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","NY","00011","00015",
"86","BOSCOVS","540.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101320","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002539","","101320","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","PA","00012","00015",
"87","BOSCOVS","495.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101321","  .00%",".00","495.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002541","","101321","G332","","01/03/14","VENDOR PORTAL","   132","    11","170596","495.00","    .00",".00","000025","","","DE","00016","00015",
"88","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101322","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002542","","101322","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","00017","00015",
"89","BOSCOVS","675.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101323","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002543","","101323","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","NJ","00018","00015",
"90","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101324","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002544","","101324","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","00019","00015",
"91","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101325","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002545","","101325","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","00028","00015",
"92","BOSCOVS","540.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101326","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002547","","101326","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","NJ","00033","00015",
"93","BOSCOVS","675.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101327","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002548","","101327","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","NJ","00041","00015",
"94","BOSCOVS","540.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101328","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002549","","101328","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","MD","00042","00015",
"95","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101329","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002550","","101329","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","OH","00043","00015",
"96","BOSCOVS","495.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101330","  .00%",".00","495.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002551","","101330","G332","","01/03/14","VENDOR PORTAL","   132","    11","170596","495.00","    .00",".00","000025","","","MD","00050","00015",
"97","BOSCOVS","675.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101331","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002552","","101331","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","PA","00051","00015",
"98","BOSCOVS","675.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101332","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002553","","101332","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","PA","00052","00015",
"99","BOSCOVS","540.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101333","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002554","","101333","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","NJ","00053","00015",
"100","BOSCOVS","540.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101334","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002555","","101334","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","NJ","00059","00015",
"101","BOSCOVS","360.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101335","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002556","","101335","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","00060","00015",
"102","BOSCOVS","360.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101336","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002557","","101336","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","00061","00015",
"103","BOSCOVS","675.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101337","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002558","","101337","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","PA","00062","00015",
"104","BOSCOVS","675.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101338","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002559","","101338","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","PA","00063","00015",
"105","BOSCOVS","675.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101339","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002560","","101339","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","NJ","00064","00015",
"106","BOSCOVS","495.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101340","  .00%",".00","495.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002561","","101340","G332","","01/03/14","VENDOR PORTAL","   132","    11","170596","495.00","    .00",".00","000025","","","PA","00065","00015",
"107","BOSCOVS","495.00","","No collection Info","000129","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101341","  .00%",".00","495.00","02/02/2014",".00","Invoice",".00","PB","28","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002562","","101341","G332","","01/03/14","VENDOR PORTAL","   132","    11","170596","495.00","    .00",".00","000025","","","NY","00066","00015",
